"","sample_id","code","sample_date","k","no3_n","mg","ca","nh4_n","year"
"1","Q1",100012073,1988-01-05,0.76,132,2.66,4.06,19,1988
"2","Q2",100013073,1988-01-05,0.77,255,2.57,5.01,18,1988
"3","Q3",100014069,1988-01-05,0.68,142,2.69,3.7,12,1988
"4","Q1",100012074,1988-01-12,0.77,134,2.61,4.08,18,1988
"5","Q2",100013074,1988-01-12,0.77,233,2.54,5.27,11,1988
"6","Q3",100014070,1988-01-12,0.66,181,2.55,3.6,9,1988
"7","Q1",100012075,1988-01-19,0.75,125,2.67,4.16,21,1988
"8","Q2",100013075,1988-01-19,0.74,221,2.61,5.28,18,1988
"9","Q3",100014071,1988-01-19,0.66,157,2.69,3.65,17,1988
"10","Q1",100012076,1988-01-26,0.74,123,2.85,4.41,14,1988
"11","Q2",100013076,1988-01-26,0.71,195,2.74,5.52,17,1988
"12","Q3",100014072,1988-01-26,0.72,157,3.04,4.17,31,1988
"13","Q1",100012077,1988-01-29,0.86,77,1.48,2.4,21,1988
"14","Q1",100012078,1988-01-29,0.83,81,1.35,2.06,31,1988
"15","Q1",100012079,1988-01-29,0.91,281,1.64,2.65,27,1988
"16","Q1",100012080,1988-01-29,0.84,267,1.41,2.63,24,1988
"17","Q1",100012081,1988-01-29,0.86,242,1.59,2.67,21,1988
"18","Q2",100013078,1988-01-29,0.87,183,1.86,4.05,14,1988
"19","Q2",100013080,1988-01-29,1.12,306,1.59,3.66,12,1988
"20","Q2",100013083,1988-01-29,0.99,364,1.58,3.75,31,1988
"21","Q2",100013081,1988-01-29,1.1,333,1.5,3.45,12,1988
"22","Q2",100013079,1988-01-29,1.03,268,1.74,3.96,14,1988
"23","Q2",100013077,1988-01-29,0.84,NA,1.94,4.07,41,1988
"24","Q2",100013082,1988-01-29,0.98,331,1.53,3.54,23,1988
"25","Q2",100130771,1988-01-29,0.84,NA,1.98,4.07,7,1988
"26","Q3",100014077,1988-01-29,0.82,209,2.18,3.19,47,1988
"27","Q3",100014078,1988-01-29,0.72,183,2.18,3.11,41,1988
"28","Q3",100014076,1988-01-29,0.85,167,2.13,3.03,24,1988
"29","Q3",100014075,1988-01-29,0.82,141,2.09,2.93,34,1988
"30","Q3",100014074,1988-01-29,NA,209,NA,NA,72,1988
"31","Q3",100014073,1988-01-29,NA,NA,NA,NA,75,1988
"32","Q3",100014079,1988-01-29,0.78,207,2.24,3.2,52,1988
"33","Q1",100012082,1988-02-02,0.76,138,1.71,2.78,80,1988
"34","Q1",100012083,1988-02-02,0.79,168,1.62,2.57,17,1988
"35","Q2",100013085,1988-02-02,0.9,223,1.64,3.6,12,1988
"36","Q2",100013084,1988-02-02,0.81,153,1.77,4.02,30,1988
"37","Q3",100014081,1988-02-02,0.76,146,1.96,2.93,15,1988
"38","Q3",100014080,1988-02-02,0.71,32,2.2,3.11,55,1988
"39","Q1",100012085,1988-02-03,NA,NA,NA,NA,NA,1988
"40","Q2",100013086,1988-02-03,0.91,282,2.48,5.42,16,1988
"41","Q3",100014083,1988-02-03,NA,NA,NA,NA,NA,1988
"42","Q1",100012086,1988-02-04,NA,NA,NA,NA,NA,1988
"43","Q2",100013087,1988-02-04,NA,NA,NA,NA,NA,1988
"44","Q3",100014084,1988-02-04,NA,NA,NA,NA,NA,1988
"45","Q1",100012084,1988-02-09,0.8,149,2.73,4.09,54,1988
"46","Q2",100013088,1988-02-09,NA,NA,NA,NA,NA,1988
"47","Q3",100014082,1988-02-09,0.71,170,3.71,2.71,26,1988
"48","Q1",100012087,1988-02-10,NA,NA,NA,NA,NA,1988
"49","Q2",100013089,1988-02-10,NA,NA,NA,NA,NA,1988
"50","Q3",100014085,1988-02-10,NA,NA,NA,NA,NA,1988
"51","Q1",100012088,1988-02-16,0.77,113,2.67,4.04,20,1988
"52","Q2",100013090,1988-02-16,0.64,31,2.45,4.51,19,1988
"53","Q3",100014086,1988-02-16,0.68,146,2.65,3.84,16,1988
"54","Q1",100012089,1988-02-23,0.85,152,2.94,4.39,28,1988
"55","Q2",100013091,1988-02-23,0.82,231,2.73,5.15,19,1988
"56","Q3",100014087,1988-02-23,0.68,204,3.01,3.85,23,1988
"57","Q1",100012090,1988-03-01,0.81,144,2.96,4.31,18,1988
"58","Q2",100013092,1988-03-01,0.77,218,2.73,5.15,19,1988
"59","Q3",100014088,1988-03-01,0.67,196,3.02,3.91,15,1988
"60","Q1",100012091,1988-03-08,0.5,144,2.12,3.89,25,1988
"61","Q2",100013093,1988-03-08,0.7,209,2.56,4.91,27,1988
"62","Q3",100014089,1988-03-08,0.56,196,3,3.11,32,1988
"63","Q1",100012092,1988-03-15,0.7,148,2.72,4.02,34,1988
"64","Q2",100013094,1988-03-15,0.72,191,2.62,4.9,27,1988
"65","Q3",100014090,1988-03-15,0.11,215,1.65,3.73,13,1988
"66","Q1",100012093,1988-03-23,0.73,144,2.76,4.05,13,1988
"67","Q2",100013095,1988-03-23,0.82,139,1.35,1.73,9,1988
"68","Q3",100014091,1988-03-23,0.62,219,2.99,3.81,25,1988
"69","Q1",100012100,1988-03-29,0.97,291,1.48,3.16,8,1988
"70","Q1",100012097,1988-03-29,1.13,283,1.47,3.22,7,1988
"71","Q1",100012101,1988-03-29,0.86,239,1.7,2.72,10,1988
"72","Q1",100012099,1988-03-29,1.07,291,1.09,1.31,20,1988
"73","Q1",100012098,1988-03-29,1.07,300,1.11,1.29,8,1988
"74","Q1",100012096,1988-03-29,1.17,261,1.49,3.7,13,1988
"75","Q1",100012094,1988-03-29,1.11,265,1.16,1.38,31,1988
"76","Q1",100012095,1988-03-29,1.06,252,1.19,1.34,16,1988
"77","Q2",100013096,1988-03-29,0.97,287,1.69,3.51,12,1988
"78","Q3",100014092,1988-03-29,0.59,200,1.78,2.49,31,1988
"79","Q1",100012102,1988-04-05,0.82,135,2.31,2.75,26,1988
"80","Q2",100013097,1988-04-05,0.78,174,2.64,4.85,NA,1988
"81","Q3",100014093,1988-04-05,0.63,207,2.93,3.71,21,1988
"82","Q1",100012103,1988-04-12,0.71,141,2.77,4.22,34,1988
"83","Q2",100013098,1988-04-12,0.69,173,2.71,4.77,NA,1988
"84","Q3",100014094,1988-04-12,0.61,210,2.83,3.71,19,1988
"85","Q1",100012104,1988-04-19,0.85,150,2.57,3.82,16,1988
"86","Q2",100013099,1988-04-19,0.77,212,2.16,4.05,23,1988
"87","Q3",100014095,1988-04-19,0.6,191,2.45,3.16,17,1988
"88","Q1",100012105,1988-04-26,0.74,142,2.87,4.3,28,1988
"89","Q2",100013100,1988-04-26,0.79,182,2.55,4.73,34,1988
"90","Q3",100014096,1988-04-26,0.64,208,2.96,3.8,27,1988
"91","Q1",100012106,1988-05-03,0.75,139,2.82,4.18,65,1988
"92","Q2",100013101,1988-05-03,0.81,164,2.57,4.74,58,1988
"93","Q3",100014097,1988-05-03,0.64,201,2.94,3.77,52,1988
"94","Q1",100012107,1988-05-10,1.19,142,2.24,3.6,69,1988
"95","Q1",100012109,1988-05-10,NA,NA,NA,NA,NA,1988
"96","Q1",100012110,1988-05-10,NA,NA,NA,NA,NA,1988
"97","Q1",100012111,1988-05-10,NA,NA,NA,NA,NA,1988
"98","Q1",100012108,1988-05-10,1.2,203,1.44,2.58,10,1988
"99","Q2",100013106,1988-05-10,NA,NA,NA,NA,NA,1988
"100","Q2",100013105,1988-05-10,NA,NA,NA,NA,NA,1988
"101","Q2",100013104,1988-05-10,NA,NA,NA,NA,NA,1988
"102","Q2",100013103,1988-05-10,1.27,415,0.9,2.48,38,1988
"103","Q2",100013102,1988-05-10,0.77,162,2.66,4.35,54,1988
"104","Q3",100014098,1988-05-10,0.66,224,3.07,3.84,64,1988
"105","Q3",100014099,1988-05-10,0.83,186,1.69,2.41,16,1988
"106","Q3",100014100,1988-05-10,NA,NA,NA,NA,NA,1988
"107","Q3",100014101,1988-05-10,NA,NA,NA,NA,NA,1988
"108","Q3",100014102,1988-05-10,NA,NA,NA,NA,NA,1988
"109","Q1",100012112,1988-05-17,NA,148,1.12,1.12,237,1988
"110","Q2",100013107,1988-05-17,0.75,234,1.13,1.36,117,1988
"111","Q3",100014103,1988-05-17,0.58,176,1.23,1.04,27,1988
"112","Q1",100012113,1988-05-24,0.75,149,1.2,1.34,63,1988
"113","Q2",100013108,1988-05-24,0.67,213,2.37,4.26,54,1988
"114","Q3",100014104,1988-05-24,0.61,206,1.33,1.15,74,1988
"115","Q1",100012114,1988-05-31,0.9,156,2.57,3.16,61,1988
"116","Q2",100013109,1988-05-31,0.83,224,2.19,3.58,69,1988
"117","Q3",100014105,1988-05-31,0.67,178,2.41,2.7,88,1988
"118","Q1",100012115,1988-06-07,0.8,147,2.91,3.58,59,1988
"119","Q2",100013110,1988-06-07,0.72,188,2.63,4.36,71,1988
"120","Q3",100014106,1988-06-07,0.74,206,2.98,3.23,78,1988
"121","Q1",100012116,1988-06-14,0.79,NA,2.85,3.53,68,1988
"122","Q2",100013111,1988-06-14,0.69,NA,2.59,4.12,118,1988
"123","Q3",100014107,1988-06-14,0.7,NA,2.99,3.24,70,1988
"124","Q1",100012117,1988-06-21,0.81,NA,1.95,2.66,158,1988
"125","Q2",100013112,1988-06-21,0.73,NA,1.88,3.48,NA,1988
"126","Q3",100014108,1988-06-21,0.69,NA,2.16,2.56,NA,1988
"127","Q1",100012119,1988-06-28,0.71,NA,2.71,4.87,NA,1988
"128","Q2",100013114,1988-06-28,0.71,NA,2.41,4.05,NA,1988
"129","Q3",100014110,1988-06-28,0.7,NA,2.74,2.98,NA,1988
"130","Q1",100012120,1988-07-05,0.78,NA,2.84,3.41,NA,1988
"131","Q2",100013115,1988-07-05,0.83,NA,2.43,3.83,NA,1988
"132","Q3",100014111,1988-07-05,0.7,NA,2.79,2.98,NA,1988
"133","Q1",100012121,1988-07-12,NA,NA,0.54,NA,NA,1988
"134","Q2",100013116,1988-07-12,0.71,NA,2.59,4.53,NA,1988
"135","Q3",100014112,1988-07-12,0.67,NA,2.77,2.95,NA,1988
"136","Q1",100012122,1988-07-19,0.73,NA,1.84,2.54,NA,1988
"137","Q2",100013117,1988-07-19,0.77,NA,1.84,3.36,NA,1988
"138","Q3",100014113,1988-07-19,0.55,NA,2.13,2.72,18,1988
"139","Q1",100012123,1988-07-22,0.82,NA,2.47,3.2,NA,1988
"140","Q2",100013118,1988-07-22,0.81,NA,2.23,3.8,NA,1988
"141","Q3",100014114,1988-07-22,0.67,NA,2.36,2.76,NA,1988
"142","Q1",100012128,1988-07-26,NA,NA,NA,NA,NA,1988
"143","Q1",100012124,1988-07-26,0.71,NA,1.65,2.43,NA,1988
"144","Q2",100013120,1988-07-26,0.8,NA,1.88,3.38,NA,1988
"145","Q2",100013119,1988-07-26,0.71,NA,1.61,3.1,NA,1988
"146","Q3",100014115,1988-07-26,0.63,NA,2.01,2.45,NA,1988
"147","Q3",100014116,1988-07-26,NA,NA,NA,NA,NA,1988
"148","Q1",100012125,1988-08-02,0.73,NA,2.9,3.48,NA,1988
"149","Q2",100013121,1988-08-02,0.77,NA,2.55,1.32,NA,1988
"150","Q3",100014117,1988-08-02,0.74,NA,2.93,3.19,19,1988
"151","Q1",100012126,1988-08-09,0.81,NA,2.92,3.56,NA,1988
"152","Q2",100013122,1988-08-09,0.77,NA,2.61,4.21,17,1988
"153","Q3",100014118,1988-08-09,0.72,NA,2.96,3.13,5,1988
"154","Q1",100012127,1988-08-16,0.84,NA,2.85,3.49,16,1988
"155","Q2",100013123,1988-08-16,0.86,NA,2.88,3.9,14,1988
"156","Q3",100014119,1988-08-16,0.69,NA,2.89,3.15,77,1988
"157","Q1",100012129,1988-08-23,0.87,135,2.71,3.95,NA,1988
"158","Q2",100013124,1988-08-23,0.73,NA,2.53,4.35,NA,1988
"159","Q3",100014120,1988-08-23,0.66,NA,2.63,3.31,NA,1988
"160","Q1",100012130,1988-08-24,0.76,8,0.86,1.23,NA,1988
"161","Q1",100012134,1988-08-24,NA,7,NA,NA,NA,1988
"162","Q1",100012131,1988-08-24,0.77,NA,NA,1.79,NA,1988
"163","Q1",100012133,1988-08-24,0.48,11,0.47,0.75,NA,1988
"164","Q1",100012132,1988-08-24,0.9,10,0.79,1.32,NA,1988
"165","Q2",100013125,1988-08-24,0.81,70,1.8,3.44,11,1988
"166","Q2",100013126,1988-08-24,0.87,238,1.14,2.75,NA,1988
"167","Q2",100013127,1988-08-24,0.95,172,1.15,2.47,NA,1988
"168","Q2",100013128,1988-08-24,0.82,133,0.55,1.04,NA,1988
"169","Q2",100013129,1988-08-24,NA,NA,NA,NA,NA,1988
"170","Q3",100014125,1988-08-24,NA,NA,NA,NA,NA,1988
"171","Q3",100014122,1988-08-24,0.64,NA,1.51,2.09,24,1988
"172","Q3",100014123,1988-08-24,0.58,NA,1.42,1.99,NA,1988
"173","Q3",100014124,1988-08-24,0.45,85,0.67,0.91,NA,1988
"174","Q3",100014121,1988-08-24,0.58,NA,2,2.48,NA,1988
"175","Q1",100012135,1988-08-30,0.78,150,2.62,3.29,NA,1988
"176","Q2",100013130,1988-08-30,0.69,241,2.43,4.92,NA,1988
"177","Q3",100014126,1988-08-30,0.57,151,2.49,3.13,NA,1988
"178","Q1",100012136,1988-09-06,0.69,120,2.76,3.9,15,1988
"179","Q2",100013131,1988-09-06,0.7,216,2.64,5.12,NA,1988
"180","Q3",100014127,1988-09-06,0.71,168,2.86,3.69,NA,1988
"181","Q1",100012137,1988-09-13,0.79,192,1.53,0.7,NA,1988
"182","Q2",100013132,1988-09-13,0.73,240,2.29,4.25,NA,1988
"183","Q3",100014128,1988-09-13,0.52,138,2.03,2.77,8,1988
"184","Q1",100012138,1988-09-20,0.75,150,2.64,3.75,47,1988
"185","Q2",100013133,1988-09-20,0.75,227,2.54,4.73,NA,1988
"186","Q3",100014129,1988-09-20,0.59,130,2.49,3.59,NA,1988
"187","Q1",100012139,1988-09-27,0.71,149,2.66,4.21,NA,1988
"188","Q2",100013134,1988-09-27,0.68,246,2.63,4.78,17,1988
"189","Q3",100014130,1988-09-27,0.64,127,2.82,3.25,NA,1988
"190","Q1",100012140,1988-10-04,0.73,43,2.09,3.05,59,1988
"191","Q2",100013135,1988-10-04,0.72,9,2.13,3.91,NA,1988
"192","Q3",100014131,1988-10-04,0.55,NA,1.98,2.69,64,1988
"193","Q1",100012141,1988-10-11,0.75,151,2.58,5.02,49,1988
"194","Q2",100013136,1988-10-11,0.78,240,NA,NA,63,1988
"195","Q3",100014132,1988-10-11,0.6,187,2.71,3.17,38,1988
"196","Q1",100012142,1988-10-18,NA,154,NA,NA,46,1988
"197","Q2",100013137,1988-10-18,NA,235,NA,NA,61,1988
"198","Q3",100014133,1988-10-18,NA,205,NA,NA,57,1988
"199","Q1",1036,1988-10-25,0.88,146,2.56,3.97,NA,1988
"200","Q2",1035,1988-10-25,0.83,NA,2.32,5.05,NA,1988
"201","Q3",1034,1988-10-25,0.69,163,2.44,3.49,NA,1988
"202","Q1",1064,1988-11-01,0.86,143,2.72,4.28,NA,1988
"203","Q2",1065,1988-11-01,0.81,218,2.33,3.9,NA,1988
"204","Q3",1070,1988-11-01,0.74,202,2.68,3.75,NA,1988
"205","Q1",1093,1988-11-07,0.87,137,2.73,4.34,NA,1988
"206","Q2",1090,1988-11-07,0.86,225,2.35,5.23,NA,1988
"207","Q3",1091,1988-11-07,0.69,194,2.76,3.94,NA,1988
"208","Q1",1081,1988-11-15,0.99,130,2.68,4.22,NA,1988
"209","Q2",1082,1988-11-15,0.83,224,2.34,4.98,NA,1988
"210","Q3",1079,1988-11-15,0.71,162,2.64,3.63,NA,1988
"211","Q1",1100,1988-11-22,0.86,139,2.31,3.82,NA,1988
"212","Q2",1097,1988-11-22,0.8,224,2.25,4.87,NA,1988
"213","Q3",1099,1988-11-22,0.7,170,2.27,NA,NA,1988
"214","Q1",1117,1988-11-29,0.82,139,2.8,4.2,NA,1988
"215","Q2",1121,1988-11-29,0.82,208,2.59,4.2,NA,1988
"216","Q3",1122,1988-11-29,0.69,179,2.78,3.81,NA,1988
"217","Q1",1125,1988-12-06,0.82,139,2.5,4.24,NA,1988
"218","Q2",1132,1988-12-06,0.96,239,2.62,3.96,NA,1988
"219","Q3",1129,1988-12-06,0.67,198,2.78,3.88,NA,1988
"220","Q1",1159,1988-12-13,1.05,149,2.65,4.23,NA,1988
"221","Q2",1158,1988-12-13,0.87,220,2.25,1.3,NA,1988
"222","Q3",1157,1988-12-13,0.77,183,2.91,4.02,NA,1988
"223","Q1",1177,1988-12-20,0.93,156,2.75,4.26,NA,1988
"224","Q2",1178,1988-12-20,0.83,214,2.33,4.05,NA,1988
"225","Q3",1175,1988-12-20,0.77,205,2.79,3.98,NA,1988
"226","Q1",1184,1988-12-27,0.93,156,2.68,4.15,NA,1988
"227","Q2",1189,1988-12-27,0.83,227,2.42,5.21,NA,1988
"228","Q3",1186,1988-12-27,0.77,184,2.66,3.75,NA,1988
"229","Q1",1198,1989-01-03,0.23,NA,0.49,NA,NA,1989
"230","Q2",1194,1989-01-03,0.91,9,2.5,3.96,NA,1989
"231","Q3",1193,1989-01-03,0.75,165,2.87,4,NA,1989
"232","Q1",1209,1989-01-10,0.97,221,2.49,4.09,NA,1989
"233","Q2",1208,1989-01-10,1,421,1.97,4.92,NA,1989
"234","Q3",1207,1989-01-10,0.8,276,2.24,3.45,NA,1989
"235","Q1",1218,1989-01-17,0.99,10,2.73,4.43,NA,1989
"236","Q2",1217,1989-01-17,1,139,2.54,3.93,NA,1989
"237","Q3",1216,1989-01-17,0.78,10,2.72,3.83,NA,1989
"238","Q1",1220,1989-01-24,0.96,155,2.79,4.4,NA,1989
"239","Q2",1222,1989-01-24,0.94,222,2.66,4.08,NA,1989
"240","Q3",1223,1989-01-24,0.85,196,2.86,4.04,NA,1989
"241","Q1",1255,1989-01-31,0.99,171,2.87,4.48,NA,1989
"242","Q2",1258,1989-01-31,0.94,246,2.69,4.08,NA,1989
"243","Q3",1252,1989-01-31,0.82,219,2.89,3.94,NA,1989
"244","Q1",1287,1989-02-07,0.95,176,2.78,4.5,NA,1989
"245","Q2",1288,1989-02-07,0.94,245,2.55,5.08,NA,1989
"246","Q3",1289,1989-02-07,0.85,218,2.82,3.99,NA,1989
"247","Q1",1311,1989-02-14,0.78,179,2.94,4.32,NA,1989
"248","Q2",1306,1989-02-14,0.78,249,2.69,5.09,NA,1989
"249","Q3",1313,1989-02-14,0.74,227,3,3.85,NA,1989
"250","Q1",1326,1989-02-21,0.85,159,2.77,4.18,NA,1989
"251","Q2",1327,1989-02-21,0.86,228,2.36,4.65,NA,1989
"252","Q3",1328,1989-02-21,0.72,161,2.75,3.67,NA,1989
"253","Q1",1347,1989-02-28,0.94,159,2.64,3.94,NA,1989
"254","Q2",1348,1989-02-28,0.9,235,2.25,4.59,NA,1989
"255","Q3",1349,1989-02-28,0.72,146,2.64,3.44,NA,1989
"256","Q1",1371,1989-03-07,0.83,152,2.91,4.29,NA,1989
"257","Q2",1372,1989-03-07,0.89,237,2.59,5.04,NA,1989
"258","Q3",1373,1989-03-07,0.72,180,2.94,3.9,NA,1989
"259","Q1",1377,1989-03-09,NA,NA,NA,NA,NA,1989
"260","Q2",1378,1989-03-09,NA,NA,NA,NA,NA,1989
"261","Q3",1379,1989-03-09,NA,NA,NA,NA,NA,1989
"262","Q1",1482,1989-03-14,NA,10,NA,NA,NA,1989
"263","Q1",1391,1989-03-14,0.89,NA,2.62,4.1,NA,1989
"264","Q2",1483,1989-03-14,NA,61,NA,NA,NA,1989
"265","Q2",1392,1989-03-14,0.86,466,2.35,4.79,NA,1989
"266","Q3",1393,1989-03-14,0.72,116,2.61,3.55,NA,1989
"267","Q1",1398,1989-03-21,0.79,148,2.88,4.05,NA,1989
"268","Q2",1399,1989-03-21,0.86,229,5.57,4.66,NA,1989
"269","Q3",1400,1989-03-21,0.7,173,2.84,3.41,NA,1989
"270","Q1",1405,1989-03-28,0.79,147,2.82,3.98,NA,1989
"271","Q2",1406,1989-03-28,0.5,217,2.61,4.66,NA,1989
"272","Q3",1407,1989-03-28,0.66,182,2.84,3.42,NA,1989
"273","Q1",1444,1989-04-04,0.82,146,2.76,3.51,NA,1989
"274","Q2",1445,1989-04-04,0.86,224,2.49,4.13,NA,1989
"275","Q3",1446,1989-04-04,0.69,173,2.69,3.77,NA,1989
"276","Q1",1460,1989-04-11,0.84,143,2.38,4.29,NA,1989
"277","Q2",1461,1989-04-11,0.9,209,2.23,4.95,NA,1989
"278","Q3",1462,1989-04-11,0.69,146,2.4,3.62,NA,1989
"279","Q1",1468,1989-04-18,0.78,114,2.79,4.92,NA,1989
"280","Q2",1469,1989-04-18,0.91,143,2.47,4.11,NA,1989
"281","Q3",1470,1989-04-18,0.67,147,2.74,4.24,NA,1989
"282","Q1",1498,1989-04-25,0.88,147,2.74,4.92,NA,1989
"283","Q2",1499,1989-04-25,0.94,162,2.51,4.2,NA,1989
"284","Q3",1500,1989-04-25,0.78,186,2.83,4.31,NA,1989
"285","Q1",1505,1989-05-02,0.91,135,2.8,4.96,NA,1989
"286","Q2",1506,1989-05-02,0.97,151,2.62,4.23,NA,1989
"287","Q3",1507,1989-05-02,0.78,171,2.95,4.46,NA,1989
"288","Q1",1512,1989-05-09,0.99,148,2.61,4.62,NA,1989
"289","Q2",1513,1989-05-09,0.98,194,2.36,5.1,NA,1989
"290","Q3",1514,1989-05-09,0.8,143,2.42,3.76,NA,1989
"291","MPR",1526,1989-05-16,0.77,69,1.92,6.15,NA,1989
"292","Q1",1520,1989-05-16,0.89,149,2.87,4.75,NA,1989
"293","Q2",1521,1989-05-16,0.97,186,3.03,4.17,NA,1989
"294","Q3",1522,1989-05-16,0.84,161,2.91,4.14,NA,1989
"295","MPR",1539,1989-05-23,0.72,69,2.41,7.17,NA,1989
"296","Q1",1536,1989-05-23,0.86,142,2.89,4.81,NA,1989
"297","Q2",1537,1989-05-23,0.85,166,2.74,4.41,NA,1989
"298","Q3",1538,1989-05-23,0.7,190,3.04,4.27,NA,1989
"299","MPR",1570,1989-05-30,0.7,79,1.6,5.19,NA,1989
"300","Q1",1564,1989-05-30,0.88,144,2.96,4.74,NA,1989
"301","Q2",1565,1989-05-30,0.97,156,2.8,4.23,NA,1989
"302","Q3",1566,1989-05-30,0.79,163,2.96,4.09,NA,1989
"303","MPR",1582,1989-06-06,0.59,85,1.69,6.6,NA,1989
"304","Q1",1579,1989-06-06,1.4,134,4.97,5.22,NA,1989
"305","Q2",1580,1989-06-06,1.02,199,2.76,4.44,NA,1989
"306","Q3",1581,1989-06-06,0.77,132,3.07,4.02,NA,1989
"307","MPR",1599,1989-06-13,0.65,70,2.06,6.66,NA,1989
"308","Q1",1600,1989-06-13,0.82,129,2.06,4.83,NA,1989
"309","Q2",1601,1989-06-13,0.83,167,2.62,5.19,NA,1989
"310","Q3",1602,1989-06-13,0.62,144,2.95,4.41,NA,1989
"311","MPR",1657,1989-06-20,0.66,71,1.98,7.64,NA,1989
"312","Q1",1650,1989-06-20,0.81,141,3.08,4.3,NA,1989
"313","Q2",1651,1989-06-20,0.9,185,2.64,5.25,NA,1989
"314","Q3",1652,1989-06-20,0.71,17,2.97,4.12,NA,1989
"315","MPR",1687,1989-06-27,0.7,NA,3.31,7.83,NA,1989
"316","Q1",1683,1989-06-27,0.83,161,3.15,4.53,NA,1989
"317","Q2",1684,1989-06-27,0.88,86,2.86,4.72,NA,1989
"318","Q3",1685,1989-06-27,0.71,32,3.29,3.73,NA,1989
"319","MPR",1697,1989-07-05,0.62,10,0.82,3.17,NA,1989
"320","Q1",1694,1989-07-05,0.89,10,1.26,2.4,NA,1989
"321","Q2",1695,1989-07-05,0.95,211,1.25,2.98,NA,1989
"322","Q3",1696,1989-07-05,0.75,10,1.59,1.31,NA,1989
"323","MPR",1986,1989-07-11,0.76,24,1.85,7.94,NA,1989
"324","Q1",1993,1989-07-11,1.02,123,2.95,5.05,NA,1989
"325","Q2",1983,1989-07-11,1.1,198,2.5,5.07,NA,1989
"326","Q3",1987,1989-07-11,0.86,132,2.83,3.89,NA,1989
"327","Q1",2031,1989-07-18,1.02,NA,2.79,4.93,NA,1989
"328","Q2",2032,1989-07-18,1.07,132,2.48,5.25,NA,1989
"329","Q3",2033,1989-07-18,0.85,10,2.56,3.94,NA,1989
"330","MPR",2063,1989-07-26,0.69,10,1.5,6.95,NA,1989
"331","Q1",2060,1989-07-26,0.95,119,2.6,4.41,NA,1989
"332","Q2",2061,1989-07-26,1.03,200,2.51,5.03,NA,1989
"333","Q3",2062,1989-07-26,0.81,41,2.73,3.8,NA,1989
"334","MPR",2113,1989-08-01,0.73,90,1.66,7.08,NA,1989
"335","Q1",2118,1989-08-01,0.92,134,2.77,4.3,NA,1989
"336","Q2",2111,1989-08-01,0.98,226,2.49,4.91,NA,1989
"337","Q3",2116,1989-08-01,0.84,159,2.74,3.74,NA,1989
"338","MPR",2132,1989-08-08,0.7,183,1.85,7.4,NA,1989
"339","Q1",2123,1989-08-08,0.99,91,2.99,4.61,NA,1989
"340","Q2",2124,1989-08-08,1.09,139,2.87,5.2,NA,1989
"341","Q3",2125,1989-08-08,0.95,268,3.26,4.2,NA,1989
"342","MPR",2143,1989-08-15,0.74,41,1.87,7.43,NA,1989
"343","Q1",2134,1989-08-15,0.98,95,3.09,4.47,NA,1989
"344","Q2",2135,1989-08-15,0.98,145,2.76,5.05,NA,1989
"345","Q3",2136,1989-08-15,0.82,207,3.06,3.92,NA,1989
"346","MPR",2152,1989-08-22,0.61,114,1.17,5,NA,1989
"347","Q1",2145,1989-08-22,0.9,200,1.33,1.22,NA,1989
"348","Q2",2146,1989-08-22,0.96,247,1.49,3.24,NA,1989
"349","Q3",2147,1989-08-22,0.65,142,1.58,2.31,NA,1989
"350","MPR",2165,1989-08-29,0.56,29,NA,4.3,NA,1989
"351","Q1",2157,1989-08-29,0.9,36,2.66,4.52,NA,1989
"352","Q2",2158,1989-08-29,0.96,149,2.59,5.03,NA,1989
"353","Q3",2159,1989-08-29,NA,233,0.1,3.38,NA,1989
"354","Q1",2193,1989-09-05,0.87,22,2.96,4.75,NA,1989
"355","Q2",2194,1989-09-05,0.98,32,2.8,5.56,NA,1989
"356","Q3",2195,1989-09-05,0.75,103,2.89,4.07,NA,1989
"357","MPR",2209,1989-09-12,0.6,49,1.42,5.61,NA,1989
"358","Q1",2204,1989-09-12,0.91,NA,2.94,4.22,NA,1989
"359","Q2",2205,1989-09-12,0.98,8,2.85,5.24,NA,1989
"360","Q3",2206,1989-09-12,0.78,94,2.92,3.79,NA,1989
"361","Q1",2320,1989-09-20,NA,NA,NA,NA,NA,1989
"362","Q2",2321,1989-09-20,NA,NA,NA,NA,NA,1989
"363","Q3",2322,1989-09-20,NA,NA,NA,NA,NA,1989
"364","Q1",2224,1989-09-22,0.99,10,2.48,3.88,NA,1989
"365","Q2",2225,1989-09-22,1.13,NA,2.51,4.89,NA,1989
"366","Q3",2226,1989-09-22,0.89,NA,2.63,3.34,NA,1989
"367","Q1",2215,1989-09-26,1.27,NA,2.63,3.93,NA,1989
"368","Q1",2220,1989-09-26,1.22,NA,2.57,3.9,NA,1989
"369","Q2",2221,1989-09-26,1.35,NA,2.72,5.15,NA,1989
"370","Q2",2216,1989-09-26,1.48,106,2.73,5.2,NA,1989
"371","Q3",2219,1989-09-26,1.15,NA,2.86,3.72,NA,1989
"372","Q3",2217,1989-09-26,1.14,NA,2.54,1.5,NA,1989
"373","MPR",2232,1989-10-03,1.01,80,2.84,4.16,NA,1989
"374","Q1",2228,1989-10-03,0.98,NA,2.83,4.24,NA,1989
"375","Q2",2229,1989-10-03,1.18,113,2.88,5.49,NA,1989
"376","Q3",2230,1989-10-03,1.02,52,3.04,3.89,NA,1989
