"","...1","sample_id","code","sample_date","k","no3_n","mg","ca","nh4_n","year","nh4_n_avg"
"634",634,"Q2",4392,1990-11-27,0.89,205,3.16,6.99,NA,1990,NA
"635",635,"Q3",4393,1990-11-27,0.84,234,3.19,4.61,NA,1990,NA
"636",636,"MPR",4405,1990-12-04,0.7,216,0.36,0.21,NA,1990,NA
"637",637,"Q1",4411,1990-12-04,1.31,236,1.57,2.65,NA,1990,NA
"638",638,"Q1",4402,1990-12-04,0.96,8,2.89,4.94,NA,1990,NA
"639",639,"Q2",4412,1990-12-04,1.13,289,1.62,3.8,NA,1990,NA
"640",640,"Q2",4403,1990-12-04,0.94,8,2.84,6.28,NA,1990,NA
"641",641,"Q3",4413,1990-12-04,1.04,NA,1.76,2.58,NA,1990,NA
"642",642,"Q3",4404,1990-12-04,0.88,164,1.59,6.81,NA,1990,NA
"643",643,"MPR",4419,1990-12-11,0.62,89,2.26,9.73,NA,1990,NA
"644",644,"Q1",4416,1990-12-11,0.78,7,3.25,5.69,NA,1990,NA
"645",645,"Q2",4417,1990-12-11,0.77,7,3.3,7.42,NA,1990,NA
"646",646,"Q3",4418,1990-12-11,0.82,114,3.5,5.07,NA,1990,NA
"647",647,"Q1",4495,1990-12-14,2.14,300,1.65,2.87,NA,1990,NA
"648",648,"Q2",4496,1990-12-14,2.16,300,2.32,5.33,NA,1990,NA
"649",649,"Q3",4497,1990-12-14,1.76,258,1.72,2.76,NA,1990,NA
"650",650,"MPR",4489,1990-12-18,0.56,165,2.14,9.49,NA,1990,NA
"651",651,"Q1",4486,1990-12-18,0.69,87,3.24,5.64,NA,1990,NA
"652",652,"Q2",4487,1990-12-18,0.72,252,3.35,7.37,NA,1990,NA
"653",653,"Q3",4488,1990-12-18,0.73,322,3.45,4.86,NA,1990,NA
"654",654,"MPR",4566,1990-12-25,0.75,110,3.36,10.45,NA,1990,NA
"655",655,"Q1",4563,1990-12-25,0.86,121,3.25,5.65,NA,1990,NA
"656",656,"Q2",4564,1990-12-25,0.89,235,3.37,7.1,NA,1990,NA
"657",657,"Q3",4565,1990-12-25,0.92,189,3.5,5.01,NA,1990,NA
"658",658,"MPR",4578,1990-12-31,0.88,158,1.18,4.72,NA,1990,NA
"659",659,"Q1",4575,1990-12-31,1.23,233,2.37,3.96,NA,1990,NA
"660",660,"Q2",4576,1990-12-31,1.18,267,2.33,5.15,NA,1990,NA
"661",661,"Q3",4577,1990-12-31,1.12,192,2.32,3.27,NA,1990,NA
"662",662,"MPR",4590,1991-01-08,0.77,127,1.96,9.05,NA,1991,NA
"663",663,"Q1",4587,1991-01-08,1.07,131,2.8,4.89,NA,1991,NA
"664",664,"Q2",4588,1991-01-08,1.13,340,3.15,7.06,NA,1991,NA
"665",665,"Q3",4589,1991-01-08,1.04,168,3.24,4.65,NA,1991,NA
"666",666,"MPR",4772,1991-01-15,0.59,NA,2.09,8.5,NA,1991,NA
"667",667,"Q1",4769,1991-01-15,0.79,NA,3.65,6.78,NA,1991,NA
"668",668,"Q2",4770,1991-01-15,0.78,NA,3.29,7.06,NA,1991,NA
"669",669,"Q3",4771,1991-01-15,0.73,NA,3.22,4.47,NA,1991,NA
"670",670,"MPR",4760,1991-01-22,0.35,123,3.34,5.02,NA,1991,NA
"671",671,"Q1",4757,1991-01-22,0.67,176,3.36,5.91,NA,1991,NA
"672",672,"Q2",4758,1991-01-22,0.74,138,3.41,7.46,NA,1991,NA
"673",673,"Q3",4759,1991-01-22,0.77,111,3.51,4.74,NA,1991,NA
"674",674,"MPR",4787,1991-01-29,0.66,106,2.34,5.24,NA,1991,NA
"675",675,"Q1",4784,1991-01-29,0.77,188,3.3,6.18,NA,1991,NA
"676",676,"Q2",4785,1991-01-29,0.75,95,3.25,7.07,NA,1991,NA
"677",677,"Q3",4786,1991-01-29,0.79,NA,3.38,7.41,NA,1991,NA
"678",678,"MPR",4798,1991-02-05,0.66,234,1.58,6.49,NA,1991,NA
"679",679,"Q1",4795,1991-02-05,0.83,NA,3.01,5.4,NA,1991,NA
"680",680,"Q2",4796,1991-02-05,0.86,5,3.03,6.8,NA,1991,NA
"681",681,"Q3",4797,1991-02-05,0.78,11,2.96,4.53,NA,1991,NA
"682",682,"MPR",4810,1991-02-12,0.74,63,2.31,9.52,NA,1991,NA
"683",683,"Q1",4807,1991-02-12,0.8,28,3.57,6.39,NA,1991,NA
"684",684,"Q2",4808,1991-02-12,0.89,63,3.39,7.42,NA,1991,NA
"685",685,"Q3",4809,1991-02-12,0.9,137,8.7,5.43,NA,1991,NA
"686",686,"MPR",4822,1991-02-19,0.62,219,1.36,5.63,NA,1991,NA
"687",687,"Q1",4819,1991-02-19,1.12,13,2.41,4.27,NA,1991,NA
"688",688,"Q2",4820,1991-02-19,0.98,71,2.4,5.56,NA,1991,NA
"689",689,"Q3",4821,1991-02-19,0.86,306,2.57,4.07,NA,1991,NA
"690",690,"MPR",4834,1991-02-26,0.65,32,2.05,7.68,NA,1991,NA
"691",691,"Q1",4831,1991-02-26,0.86,89,3.36,5.37,NA,1991,NA
"692",692,"Q2",4832,1991-02-26,0.87,229,2.28,6.71,NA,1991,NA
"693",693,"Q3",4833,1991-02-26,0.83,174,3.38,4.49,NA,1991,NA
"694",694,"MPR",4846,1991-03-05,0.6,NA,2.09,8.65,NA,1991,NA
"695",695,"Q1",4843,1991-03-05,0.7,74,3.25,5.96,NA,1991,NA
"696",696,"Q2",4844,1991-03-05,0.79,NA,3.14,6.81,NA,1991,NA
"697",697,"Q3",4845,1991-03-05,0.7,168,3.34,4.82,NA,1991,NA
"698",698,"MPR",4858,1991-03-12,2.7,114,2.18,9.9,NA,1991,NA
"699",699,"Q1",4855,1991-03-12,0.79,47,3.1,5.8,NA,1991,NA
"700",700,"Q2",4856,1991-03-12,0.8,272,3.04,6.9,NA,1991,NA
"701",701,"Q3",4857,1991-03-12,0.74,173,3.28,5,NA,1991,NA
"702",702,"MPR",4870,1991-03-19,0.76,164,1.62,6.9,NA,1991,NA
"703",703,"Q1",4867,1991-03-19,0.81,158,3.25,6.1,NA,1991,NA
"704",704,"Q2",4868,1991-03-19,0.8,212,3.11,7.2,NA,1991,NA
"705",705,"Q3",4869,1991-03-19,0.76,229,3.19,4.69,NA,1991,NA
"706",706,"Q1",4933,1991-03-22,NA,NA,NA,NA,NA,1991,NA
"707",707,"Q2",4934,1991-03-22,NA,NA,NA,NA,NA,1991,NA
"708",708,"Q3",4935,1991-03-22,NA,NA,NA,NA,NA,1991,NA
"709",709,"MPR",4882,1991-03-26,0.63,133,2.14,NA,NA,1991,NA
"710",710,"Q1",4879,1991-03-26,0.71,113,3.1,5.84,NA,1991,NA
"711",711,"Q2",4880,1991-03-26,0.76,158,3.11,7.02,NA,1991,NA
"712",712,"Q3",4881,1991-03-26,0.7,152,3.46,5.13,NA,1991,NA
"713",713,"MPR",4944,1991-04-02,0.67,14,2.23,4.58,NA,1991,NA
"714",714,"Q1",4941,1991-04-02,0.75,78,3.27,5.99,NA,1991,NA
"715",715,"Q2",4942,1991-04-02,0.78,191,3.18,7.06,NA,1991,NA
"716",716,"Q3",4943,1991-04-02,0.76,80,3.5,5.06,NA,1991,NA
"717",717,"Q1",4975,1991-04-09,0.77,36,3.13,5.59,NA,1991,NA
"718",718,"Q2",4976,1991-04-09,0.76,18,2.93,6.66,NA,1991,NA
"719",719,"Q3",4977,1991-04-09,0.71,23,3.19,4.77,NA,1991,NA
"720",720,"MPR",5051,1991-04-15,0.75,29,1.13,4.31,NA,1991,NA
"721",721,"Q1",5048,1991-04-15,0.9,23,3.01,5.25,NA,1991,NA
"722",722,"Q2",5049,1991-04-15,1,29,2.8,6.08,NA,1991,NA
"723",723,"Q3",5050,1991-04-15,0.94,21,3.11,4.42,NA,1991,NA
"724",724,"MPR",5124,1991-04-23,0.85,70,1.33,4,NA,1991,NA
"725",725,"Q1",5121,1991-04-23,0.93,19,3.14,5.51,NA,1991,NA
"726",726,"Q2",5122,1991-04-23,1.02,19,2.93,6.62,NA,1991,NA
"727",727,"Q3",5123,1991-04-23,0.94,44,3.11,4.57,NA,1991,NA
"728",728,"MPR",5204,1991-04-30,0.83,55,1.13,4.31,NA,1991,NA
"729",729,"Q1",5201,1991-04-30,0.78,31,1.92,3.13,NA,1991,NA
"730",730,"Q2",5202,1991-04-30,0.96,42,1.94,4.1,NA,1991,NA
"731",731,"Q3",5203,1991-04-30,0.9,92,1.97,2.88,NA,1991,NA
"732",732,"MPR",5436,1991-05-07,0.66,32,0.84,5.02,NA,1991,NA
"733",733,"Q1",5433,1991-05-07,0.89,70,3,5.62,NA,1991,NA
"734",734,"Q2",5434,1991-05-07,1.02,18,3.09,3.08,NA,1991,NA
"735",735,"Q3",5435,1991-05-07,0.85,16,3.72,3.7,NA,1991,NA
"736",736,"MPR",5551,1991-05-14,0.73,75,0.84,5.09,NA,1991,NA
"737",737,"Q1",5548,1991-05-14,0.96,10,3.01,5.76,NA,1991,NA
"738",738,"Q2",5549,1991-05-14,0.93,10,3.19,3.14,NA,1991,NA
"739",739,"Q3",5550,1991-05-14,0.85,NA,3.44,3.68,NA,1991,NA
"740",740,"MPR",6075,1991-05-21,0.73,45,NA,NA,NA,1991,NA
"741",741,"Q1",6072,1991-05-21,0.89,10,3.09,5.4,NA,1991,NA
"742",742,"Q2",6073,1991-05-21,0.98,19,3.1,3.7,NA,1991,NA
"743",743,"Q3",6074,1991-05-21,0.94,45,3.61,5.1,NA,1991,NA
"744",744,"MPR",6118,1991-05-28,NA,10,0.36,NA,NA,1991,NA
"745",745,"Q1",6115,1991-05-28,0.89,22,3.11,5.26,NA,1991,NA
"746",746,"Q2",6116,1991-05-28,0.98,10,2.01,3.71,NA,1991,NA
"747",747,"Q3",6117,1991-05-28,0.86,78,3.08,5.68,NA,1991,NA
"748",748,"Q1",6317,1991-05-31,0.92,NA,3.06,5.21,NA,1991,NA
"749",749,"Q2",6318,1991-05-31,1.08,NA,3.08,3.02,NA,1991,NA
"750",750,"Q3",6319,1991-05-31,0.9,NA,3.41,3.64,NA,1991,NA
"751",751,"Q1",6167,1991-06-01,NA,NA,NA,NA,NA,1991,NA
"752",752,"Q2",6168,1991-06-01,NA,NA,NA,NA,NA,1991,NA
"753",753,"Q3",6169,1991-06-01,NA,NA,NA,NA,NA,1991,NA
"754",754,"MPR",6160,1991-06-04,0.84,86,0.87,5.08,NA,1991,NA
"755",755,"Q1",6157,1991-06-04,0.92,136,3.06,5.26,NA,1991,NA
"756",756,"Q2",6158,1991-06-04,1.02,77,3.19,3.14,NA,1991,NA
"757",757,"Q3",6159,1991-06-04,0.92,13,3.46,3.7,NA,1991,NA
"758",758,"MPR",6273,1991-06-11,NA,68,0.45,NA,NA,1991,NA
"759",759,"Q1",6270,1991-06-11,1.15,73,3.14,5.36,NA,1991,NA
"760",760,"Q2",6271,1991-06-11,1.1,91,3.01,3.66,NA,1991,NA
"761",761,"Q3",6272,1991-06-11,0.87,105,3.39,5,NA,1991,NA
"762",762,"MPR",6309,1991-06-18,NA,54,NA,NA,NA,1991,NA
"763",763,"Q1",6306,1991-06-18,0.87,55,3.01,5.36,NA,1991,NA
"764",764,"Q2",6307,1991-06-18,1.05,86,3,3.6,NA,1991,NA
"765",765,"Q3",6308,1991-06-18,0.9,149,3.51,4.89,NA,1991,NA
"766",766,"MPR",6396,1991-06-25,0.79,6,0.87,5.14,NA,1991,NA
"767",767,"Q1",6393,1991-06-25,0.92,NA,3.08,5.14,NA,1991,NA
"768",768,"Q2",6394,1991-06-25,1.04,35,3.26,3.17,NA,1991,NA
"769",769,"Q3",6395,1991-06-25,0.9,6,3.46,3.62,NA,1991,NA
"770",770,"MPR",6409,1991-07-02,0.75,138,0.8,5.31,NA,1991,NA
"771",771,"Q1",6406,1991-07-02,1.17,63,3.09,5.01,NA,1991,NA
"772",772,"Q2",6407,1991-07-02,1.13,245,3.22,3.27,NA,1991,NA
"773",773,"Q3",6408,1991-07-02,0.9,184,3.33,3.61,NA,1991,NA
"774",774,"MPR",6422,1991-07-09,0.79,135,0.91,5.06,NA,1991,NA
"775",775,"Q1",6419,1991-07-09,0.89,69,2.82,5.28,NA,1991,NA
"776",776,"Q2",6420,1991-07-09,1.15,118,3,3.15,NA,1991,NA
"777",777,"Q3",6421,1991-07-09,0.79,118,3.16,3.52,NA,1991,NA
"778",778,"MPR",6470,1991-07-16,1.02,25,2.23,4.58,NA,1991,NA
"779",779,"Q1",6467,1991-07-16,0.52,10,3.17,5.86,NA,1991,NA
"780",780,"Q2",6468,1991-07-16,1.25,NA,3.18,7.02,NA,1991,NA
"781",781,"Q3",6469,1991-07-16,1.31,NA,3.5,5.04,NA,1991,NA
"782",782,"MPR",6483,1991-07-23,0.67,10,2.23,4.58,NA,1991,NA
"783",783,"Q1",6480,1991-07-23,0.25,10,3.42,5.89,NA,1991,NA
"784",784,"Q2",6481,1991-07-23,0.72,10,2.19,7.08,NA,1991,NA
"785",785,"Q3",6482,1991-07-23,0.72,158,3.14,5.06,NA,1991,NA
"786",786,"MPR",6496,1991-07-30,0.64,10,2.44,4.26,NA,1991,NA
"787",787,"Q1",6493,1991-07-30,0.69,10,3.32,5.86,NA,1991,NA
"788",788,"Q2",6494,1991-07-30,0.8,10,2.94,6.91,NA,1991,NA
"789",789,"Q3",6495,1991-07-30,0.66,10,3.27,5,NA,1991,NA
"790",790,"MPR",6656,1991-08-06,0.75,79,3,10.24,NA,1991,NA
"791",791,"Q1",6653,1991-08-06,0.83,10,4.17,6.07,NA,1991,NA
"792",792,"Q2",6654,1991-08-06,0.93,134,3.87,6.71,NA,1991,NA
"793",793,"Q3",6655,1991-08-06,0.77,314,4.01,4.1,NA,1991,NA
"794",794,"MPR",6770,1991-08-13,0.78,NA,3.27,10.91,NA,1991,NA
"795",795,"Q1",6767,1991-08-13,0.74,NA,4.32,6.13,NA,1991,NA
"796",796,"Q2",6768,1991-08-13,0.89,10,4.15,6.94,NA,1991,NA
"797",797,"Q3",6769,1991-08-13,0.78,10,4.44,5.19,NA,1991,NA
"798",798,"MPR",6783,1991-08-20,0.71,NA,2.9,11.19,NA,1991,NA
"799",799,"Q1",6780,1991-08-20,0.79,17,4.3,7.07,NA,1991,NA
"800",800,"Q2",6781,1991-08-20,0.9,10,3.94,7.63,NA,1991,NA
"801",801,"Q3",6782,1991-08-20,NA,13,4.3,5.86,NA,1991,NA
"802",802,"MPR",6914,1991-08-27,1.08,109,2.97,8.74,NA,1991,NA
"803",803,"Q1",6911,1991-08-27,0.92,15,3.25,5.41,NA,1991,NA
"804",804,"Q1",9137,1991-08-27,1.42,130,1.7,2.86,NA,1991,NA
"805",805,"Q2",6912,1991-08-27,1.34,26,3.19,6.22,NA,1991,NA
"806",806,"Q2",9138,1991-08-27,1.49,17,0.4,0.92,NA,1991,NA
"807",807,"Q3",6913,1991-08-27,0.97,26,3.38,5.05,NA,1991,NA
"808",808,"Q3",9139,1991-08-27,2.49,50,1.12,1.63,NA,1991,NA
"809",809,"MPR",7125,1991-09-03,0.89,15,2.19,7.95,NA,1991,NA
"810",810,"Q1",7122,1991-09-03,0.95,69,3.36,5.27,NA,1991,NA
"811",811,"Q2",7123,1991-09-03,2.78,128,3.88,9.01,NA,1991,NA
"812",812,"Q3",7124,1991-09-03,0.92,232,3.38,4.65,NA,1991,NA
"813",813,"MPR",7138,1991-09-10,1.09,56,2.74,11.21,NA,1991,NA
"814",814,"Q1",7135,1991-09-10,2.56,75,7,12.1,NA,1991,NA
"815",815,"Q2",7136,1991-09-10,1.63,137,3.99,8.27,NA,1991,NA
"816",816,"Q3",7137,1991-09-10,0.66,93,2.55,4.1,NA,1991,NA
"817",817,"MPR",7151,1991-09-17,0.79,86,2.39,8.31,NA,1991,NA
"818",818,"Q1",7148,1991-09-17,0.97,31,3.17,4.98,NA,1991,NA
"819",819,"Q2",7149,1991-09-17,1.23,120,3.02,5.67,NA,1991,NA
"820",820,"Q3",7150,1991-09-17,0.85,165,3.1,4.76,NA,1991,NA
"821",821,"MPR",7190,1991-09-24,0.67,94,2.91,11.02,NA,1991,NA
"822",822,"Q1",7187,1991-09-24,0.99,65,3.4,5.6,NA,1991,NA
"823",823,"Q2",7188,1991-09-24,1.26,73,3.34,7,NA,1991,NA
"824",824,"Q3",7189,1991-09-24,0.72,119,4.42,6.01,NA,1991,NA
"825",825,"MPR",7203,1991-10-01,0.77,122,1.9,6.18,NA,1991,NA
"826",826,"Q1",7200,1991-10-01,0.97,83,3.24,4.87,NA,1991,NA
"827",827,"Q2",7201,1991-10-01,1.22,122,2.46,5.18,NA,1991,NA
"828",828,"Q3",7202,1991-10-01,0.92,97,2.95,4.51,NA,1991,NA
"829",829,"MPR",7216,1991-10-08,0.79,81,2.22,8.04,NA,1991,NA
"830",830,"Q1",7213,1991-10-08,1.11,69,3.45,5.15,NA,1991,NA
"831",831,"Q2",7214,1991-10-08,1.1,125,2.95,5.43,NA,1991,NA
"832",832,"Q3",7215,1991-10-08,0.92,167,3.49,4.84,NA,1991,NA
"833",833,"MPR",7229,1991-10-15,0.76,285,2.07,7.26,NA,1991,NA
"834",834,"Q1",7226,1991-10-15,0.97,81,3.27,5.09,NA,1991,NA
"835",835,"Q2",7227,1991-10-15,1.25,124,2.69,4.94,NA,1991,NA
"836",836,"Q3",7228,1991-10-15,1,186,3.8,5.34,NA,1991,NA
"837",837,"MPR",7242,1991-10-22,0.76,104,2.3,7.33,NA,1991,NA
"838",838,"Q1",7239,1991-10-22,0.79,74,3.71,5.22,NA,1991,NA
"839",839,"Q2",7240,1991-10-22,1.13,117,2.96,4.78,NA,1991,NA
"840",840,"Q3",7241,1991-10-22,0.82,166,3.22,3.82,NA,1991,NA
"841",841,"MPR",7255,1991-10-29,NA,107,NA,NA,NA,1991,NA
"842",842,"Q1",7252,1991-10-29,0.73,54,3.51,4.8,NA,1991,NA
"843",843,"Q2",7253,1991-10-29,1.05,38,2.87,4.84,NA,1991,NA
"844",844,"Q3",7254,1991-10-29,0.42,61,4.88,5.71,NA,1991,NA
"845",845,"MPR",7268,1991-11-05,0.26,100,0.55,1.53,NA,1991,NA
"846",846,"Q1",7265,1991-11-05,1.15,100,2.57,4.88,NA,1991,NA
"847",847,"Q2",7266,1991-11-05,0.74,156,2.93,3.31,NA,1991,NA
"848",848,"Q3",7267,1991-11-05,0.71,163,1.81,5.8,NA,1991,NA
"849",849,"Q1",7289,1991-11-07,1.77,44,1.19,1.55,NA,1991,NA
"850",850,"Q2",7290,1991-11-07,1.62,199,1.47,2.38,NA,1991,NA
"851",851,"Q3",7291,1991-11-07,1.05,96,1.55,2.08,NA,1991,NA
"852",852,"Q1",7292,1991-11-08,1.2,57,1.49,2.17,NA,1991,NA
"853",853,"Q2",7293,1991-11-08,1.54,283,1.65,2.47,NA,1991,NA
"854",854,"Q3",7294,1991-11-08,1.12,143,1.81,2.09,NA,1991,NA
"855",855,"MPR",7281,1991-11-12,0.83,196,2.22,7.1,NA,1991,NA
"856",856,"Q1",7278,1991-11-12,1.33,150,3.46,5.29,NA,1991,NA
"857",857,"Q2",7279,1991-11-12,1.43,399,3.02,5.32,NA,1991,NA
"858",858,"Q3",7280,1991-11-12,1.25,271,3.23,3.99,NA,1991,NA
"859",859,"MPR",7300,1991-11-18,0.92,27,2.62,8.78,NA,1991,NA
"860",860,"Q1",7297,1991-11-18,0.94,85,3.3,6.25,NA,1991,NA
"861",861,"Q2",7298,1991-11-18,1.74,262,3.56,7.67,NA,1991,NA
"862",862,"Q3",7299,1991-11-18,0.88,208,3.31,4.68,NA,1991,NA
"863",863,"Q1",7321,1991-11-22,1.52,104,1.33,1.94,NA,1991,NA
"864",864,"Q2",7322,1991-11-22,1.3,152,1.46,2.43,NA,1991,NA
"865",865,"Q3",7323,1991-11-22,0.89,98,1.64,1.96,NA,1991,NA
"866",866,"MPR",7313,1991-11-26,0.83,114,2.23,6.72,NA,1991,NA
"867",867,"Q1",7310,1991-11-26,1.21,145,3.04,4.56,NA,1991,NA
"868",868,"Q2",7311,1991-11-26,1.36,286,3.1,5.55,NA,1991,NA
"869",869,"Q3",7312,1991-11-26,0.88,197,3.05,3.72,NA,1991,NA
"870",870,"MPR",7430,1991-12-03,0.67,10,1.77,6.48,NA,1991,NA
"871",871,"Q1",7427,1991-12-03,1.1,100,2.53,3.62,NA,1991,NA
"872",872,"Q2",7428,1991-12-03,1.03,10,2.72,4.14,NA,1991,NA
"873",873,"Q3",7429,1991-12-03,0.94,25,2.83,3.43,NA,1991,NA
"874",874,"MPR",7443,1991-12-10,0.74,127,2.04,7.07,NA,1991,NA
"875",875,"Q1",7440,1991-12-10,0.99,338,3.03,4.81,NA,1991,NA
"876",876,"Q2",7441,1991-12-10,1.15,431,3.1,6.17,NA,1991,NA
"877",877,"Q3",7442,1991-12-10,0.8,242,3,3.96,NA,1991,NA
"878",878,"MPR",7456,1991-12-17,0.23,128,0.46,0.35,NA,1991,NA
"879",879,"Q1",7453,1991-12-17,1.05,167,3.07,4.62,NA,1991,NA
"880",880,"Q2",7454,1991-12-17,1.18,320,3.17,5.8,NA,1991,NA
"881",881,"Q3",7455,1991-12-17,0.9,264,3.13,3.66,NA,1991,NA
"882",882,"MPR",7469,1991-12-23,0.68,143,2.22,9.57,NA,1991,NA
"883",883,"Q1",7466,1991-12-23,1.05,164,3.08,5.86,NA,1991,NA
"884",884,"Q2",7467,1991-12-23,1.28,294,3.24,7.03,NA,1991,NA
"885",885,"Q3",7468,1991-12-23,0.75,237,3.12,4.77,NA,1991,NA
"886",886,"MPR",7482,1991-12-30,0.71,99,2.3,10.13,NA,1991,NA
"887",887,"Q1",7479,1991-12-30,1.09,NA,3.37,5.81,NA,1991,NA
"888",888,"Q2",7480,1991-12-30,0.91,196,3.62,5.46,NA,1991,NA
"889",889,"Q3",7481,1991-12-30,1.11,254,3.35,7.58,NA,1991,NA
"890",890,"MPR",7495,1992-01-07,1.03,196,1.54,6.67,NA,1992,NA
"891",891,"Q1",7492,1992-01-07,1.31,216,2.82,4.82,NA,1992,NA
"892",892,"Q2",7493,1992-01-07,1.37,451,2.32,4.66,NA,1992,NA
"893",893,"Q3",7494,1992-01-07,1.04,279,2.91,4.31,NA,1992,NA
"894",894,"MPR",7508,1992-01-14,0.71,149,1.85,8.11,NA,1992,NA
"895",895,"Q1",7505,1992-01-14,1.18,200,3.15,5.59,NA,1992,NA
"896",896,"Q2",7506,1992-01-14,1.24,374,2.92,6.33,NA,1992,NA
"897",897,"Q3",7507,1992-01-14,0.92,235,3.1,4.52,NA,1992,NA
"898",898,"MPR",8639,1992-01-21,0.79,109,2.26,9.51,NA,1992,NA
"899",899,"Q1",8636,1992-01-21,1.35,177,3.32,5.68,NA,1992,NA
"900",900,"Q2",8637,1992-01-21,1.27,303,3.27,6.91,NA,1992,NA
"901",901,"Q3",8638,1992-01-21,0.89,218,3.37,5.02,NA,1992,NA
"902",902,"MPR",9031,1992-01-28,0.77,94,2.16,9.06,NA,1992,NA
"903",903,"Q1",9028,1992-01-28,1.29,171,3.16,5.47,NA,1992,NA
"904",904,"Q2",9029,1992-01-28,1.35,300,3.26,7.19,NA,1992,NA
"905",905,"Q3",9030,1992-01-28,0.9,219,3.43,5.4,NA,1992,NA
"906",906,"MPR",9116,1992-02-04,0.88,179,2.04,9.2,NA,1992,NA
"907",907,"Q1",9113,1992-02-04,1.3,324,2.29,2.81,NA,1992,NA
"908",908,"Q2",9114,1992-02-04,1.47,469,2.23,3.42,NA,1992,NA
"909",909,"Q3",9115,1992-02-04,1,94,2.3,2.41,NA,1992,NA
"910",910,"Q1",9140,1992-02-06,1.59,17,2.3,4.01,NA,1992,NA
"911",911,"Q2",9141,1992-02-06,1.72,207,2.35,5.4,NA,1992,NA
"912",912,"Q3",9142,1992-02-06,1.31,156,2.17,3.36,NA,1992,NA
"913",913,"MPR",9129,1992-02-11,0.9,56,2.52,10.78,NA,1992,NA
"914",914,"Q1",9126,1992-02-11,1.04,101,3.33,4.77,NA,1992,NA
"915",915,"Q2",9127,1992-02-11,1.16,19,3.03,6.02,NA,1992,NA
"916",916,"Q3",9128,1992-02-11,0.94,17,3.18,4.81,NA,1992,NA
"917",917,"MPR",9203,1992-02-18,0.95,35,2.76,11.37,NA,1992,NA
"918",918,"Q1",9200,1992-02-18,1.01,291,3.22,5.78,NA,1992,NA
"919",919,"Q2",9201,1992-02-18,1.24,236,3.32,7.07,NA,1992,NA
"920",920,"Q3",9202,1992-02-18,1.19,144,4.36,6.59,NA,1992,NA
"921",921,"MPR",9216,1992-02-25,0.9,205,2.02,15.31,NA,1992,NA
"922",922,"Q1",9213,1992-02-25,0.99,138,3.47,5.75,NA,1992,NA
"923",923,"Q2",9214,1992-02-25,1.17,207,3.28,7.58,NA,1992,NA
"924",924,"Q3",9215,1992-02-25,0.87,333,3.71,6.37,NA,1992,NA
"925",925,"MPR",9229,1992-03-03,0.82,201,1.96,15.81,NA,1992,NA
"926",926,"Q1",9226,1992-03-03,1.13,174,3.84,8.48,NA,1992,NA
"927",927,"Q2",9227,1992-03-03,0.82,10,3.24,5.31,NA,1992,NA
"928",928,"Q3",9228,1992-03-03,0.89,196,3.85,6.62,NA,1992,NA
"929",929,"MPR",9474,1992-03-10,1.67,109,2.33,11.05,NA,1992,NA
"930",930,"Q1",9471,1992-03-10,1.06,10,3.15,5.11,NA,1992,NA
"931",931,"Q2",9472,1992-03-10,1.23,92,2.86,6.44,NA,1992,NA
"932",932,"Q3",9473,1992-03-10,0.98,162,3.33,4.01,NA,1992,NA
"933",933,"MPR",9487,1992-03-17,0.92,112,2.23,8.29,NA,1992,NA
"934",934,"Q1",9484,1992-03-17,1.1,133,3.3,6.08,NA,1992,NA
"935",935,"Q2",9485,1992-03-17,1.43,180,3,6.2,NA,1992,NA
"936",936,"Q3",9486,1992-03-17,1.7,183,3.87,7.11,NA,1992,NA
"937",937,"MPR",9500,1992-03-24,0.93,NA,1.59,2.61,NA,1992,NA
"938",938,"Q1",9497,1992-03-24,1.01,NA,3.22,5.5,NA,1992,NA
"939",939,"Q2",9498,1992-03-24,1.25,NA,3.12,6.17,NA,1992,NA
"940",940,"Q3",9499,1992-03-24,1.81,NA,3.73,7.03,NA,1992,NA
"941",941,"MPR",9513,1992-04-01,1.1,52,1.75,8.54,NA,1992,NA
"942",942,"Q1",9510,1992-04-01,1.56,87,2.95,4.48,NA,1992,NA
"943",943,"Q2",9511,1992-04-01,1.35,126,2.77,5.28,NA,1992,NA
"944",944,"Q3",9512,1992-04-01,1.04,102,3.16,6.09,NA,1992,NA
"945",945,"MPR",9526,1992-04-07,1.06,105,3.47,4.88,NA,1992,NA
"946",946,"Q1",9523,1992-04-07,0.75,36,5.53,8.77,NA,1992,NA
"947",947,"Q2",9524,1992-04-07,1.02,68,3.34,5.63,NA,1992,NA
"948",948,"Q3",9525,1992-04-07,1.31,10,3.13,6.27,NA,1992,NA
"949",949,"MPR",9539,1992-04-14,0.23,48,7.21,NA,NA,1992,NA
"950",950,"Q1",9536,1992-04-14,1.03,11,3.22,5.76,NA,1992,NA
"951",951,"Q2",9537,1992-04-14,0.78,11,3.35,3.94,NA,1992,NA
"952",952,"Q3",9538,1992-04-14,0.63,14,2.14,8.08,NA,1992,NA
"953",953,"MPR",9552,1992-04-21,0.64,27,2.2,8.43,NA,1992,NA
"954",954,"Q1",9549,1992-04-21,1.37,49,3.53,6.85,NA,1992,NA
"955",955,"Q2",9550,1992-04-21,1.05,11,3.13,6.12,NA,1992,NA
"956",956,"Q3",9551,1992-04-21,0.85,19,3.24,4.31,NA,1992,NA
"957",957,"MPR",9796,1992-04-28,1.11,54,2.54,9.9,NA,1992,NA
"958",958,"Q1",9793,1992-04-28,0.44,30,2.37,4.24,NA,1992,NA
